doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
6237,omission,JOB,Buchhalterin,113,125,,
6237,boundary,LOC,Zürich-Altstetten,189,206,LOC|LOC,Altstetten|Zürich
6238,omission,JOB,Projektleiter,236,249,,
6238,boundary,ORG,Projektgesellschaft Windpark GmbH,36,69,ORG,Windpark GmbH
6242,label,JOB,Betriebsökonom FH,156,173,ORG,FH
6242,omission,AGE,65,83,85,,
6245,omission,JOB,CEO,163,166,,
6245,label,JOB,ETH-Ingenieur,231,244,ORG,ETH
6246,label,JOB,CFO,4,7,ORG,CFO
6246,label,NATION,britischer,256,266,LOC,britischer
6246,label,EDU,Universität St. Gallen (HSG),210,238,ORG|ORG,Universität St. Gallen|HSG
6253,omission,DATE,Freitag,220,227,,
6253,omission,LOC,Zug,70,73,,
6253,label,JOB,TEF-Spezialisten,275,291,ORG,TEF
6253,boundary,MONEY,USD 750'000,171,182,MONEY,USD 750'000.
6253,boundary,ORG,Import Export Trading Ltd.,40,66,ORG,Import Export Trading Ltd
6257,label,JOB,CFO,278,281,ORG,CFO
6257,omission,JOB,CFO,33,36,,
6259,omission,JOB,Leiterin Finanzen,45,62,,
6263,label,JOB,CFO,9,12,ORG,CFO
6263,boundary,MONEY,EUR 75'000,260,270,MONEY,EUR 75'000.
6263,label,NATION,italienischen,122,135,LOC,italienischen
6265,omission,DATE,Ende nächster Woche,184,203,,
6280,omission,JOB,Controller,127,137,,
6292,label,JOB,CFO,4,7,ORG,CFO
6292,omission,JOB,COO,304,307,,
6300,omission,JOB,Alleininhaber,22,35,,
6300,boundary,PER,Hans-Peter Moser,0,16,PER|PER,Hans|Peter Moser
6300,omission,AGE,58 Jahre,111,119,,
6300,label,NATION,Schweizer,97,106,LOC,Schweizer
6300,omission,JOB,Anwalt,269,275,,
6304,boundary,MONEY,EUR 850'000,204,215,MONEY,EUR 850'000.
6304,omission,DATE,Freitag,314,321,,
6304,label,JOB,CFO,80,83,ORG,CFO
6304,label,JOB,CEO,67,70,ORG,CEO
6314,omission,JOB,Leiterin Finanzen,30,47,,
6314,omission,LOC,Zug,152,155,,
6317,omission,JOB,VR-Präsident,91,103,,
6319,label,JOB,CFO,17,20,ORG,CFO
6319,boundary,MONEY,CHF 450'000,154,165,MONEY,CHF 450'000.
6323,boundary,ORG,Lisboa Trading Lda.,188,207,ORG,Lisboa Trading Lda
6340,omission,PER,Leblanc,304,311,,
6340,boundary,MONEY,CHF 100'000,166,177,MONEY,CHF 100'000.
6340,label,NATION,französischen,231,244,LOC,französischen
6340,omission,JOB,COO,107,110,,
6342,boundary,MONEY,USD 200'000,196,207,MONEY,USD 200'000.
6342,label,JOB,Leiterin Treasury,27,44,PER,Treasury
6349,omission,JOB,Inhaber,19,26,,
6349,omission,JOB,Sohn,124,128,,
6350,boundary,MONEY,CHF 100'000,248,259,MONEY,CHF 100'000.
6350,label,JOB,CFO,157,160,ORG,CFO
6350,omission,JOB,Prokuristin,22,33,,
6351,omission,JOB,Wirtschaftsprüfer,303,320,,
6352,omission,JOB,Projektleiter,4,17,,
6352,label,ORG,Zürcher Kantonalbank,268,288,LOC,Zürcher
6363,omission,JOB,Geschäftsführerin,36,53,,
6363,omission,JOB,Buchhalterin,297,309,,
6371,boundary,MONEY,CHF 850'000,373,384,MONEY,CHF 850'000.
6371,omission,JOB,Geschäftsführer,83,98,,
6371,boundary,ORG,Holzbau Sutter GmbH,29,48,ORG|ORG,Sutter GmbH|Holzbau
6371,label,EDU,Holzbau-Ingenieur FH,290,310,ORG,FH
6377,omission,JOB,CFO,47,50,,
6377,omission,JOB,CEO,241,244,,
6378,label,NATION,amerikanischer,214,228,LOC,amerikanischer
6378,omission,JOB,CEO,205,208,,
6378,omission,JOB,Head of Treasury,34,50,,
6384,omission,JOB,Leiter Finanzen,92,107,,
6390,omission,JOB,COO,83,86,,
6390,omission,PER,Martin Frei,87,98,,
6391,omission,JOB,Office Managerin,29,45,,
6397,omission,JOB,Inhaber,60,67,,
6402,boundary,MONEY,CHF 20'000,242,252,MONEY,CHF 20'000.
6402,omission,JOB,Verkaufsleiter,149,163,,
6402,omission,JOB,Assistentin der Geschäftsleitung,20,52,,
6403,label,NATION,deutschen,274,283,LOC,deutschen
6403,label,JOB,CFO,18,21,ORG,CFO
6405,omission,JOB,Office Manager,41,55,,
6405,omission,JOB,CEO,261,264,,
6405,omission,JOB,Softwareentwickler,100,118,,
6407,omission,JOB,CEO,83,86,,
6410,omission,JOB,CEO,285,288,,
6410,omission,DATE,Ende Monat,251,261,,
6410,label,JOB,CFO,18,21,ORG,CFO
6412,boundary,ORG,Immo-Portfolio Ticino SA,56,80,ORG,SA
6412,omission,JOB,Geschäftsführerin,34,51,,
6419,label,JOB,CFO,35,38,ORG,CFO
6419,omission,JOB,CEO,333,336,,
6421,label,NATION,deutsche,302,310,LOC,deutsche
6421,omission,JOB,Inhaber,36,43,,
6431,boundary,MONEY,EUR 1'245.50,338,350,MONEY,EUR 1'245.50.
6431,omission,JOB,Buchhalterin,26,38,,
6431,omission,JOB,Partner,129,136,,
6432,omission,JOB,VR-Präsident,48,60,,
6432,boundary,ORG,Innovation Holding SA,65,86,ORG|ORG,Innovation|Holding SA
6433,omission,JOB,CEO,65,68,,
6433,boundary,ORG,Bau AG Zürich,46,59,ORG,Bau AG
6434,label,JOB,CFO,35,38,ORG,CFO
6434,boundary,MONEY,CHF 150'000,202,213,MONEY,CHF 150'000.
6434,label,NATION,französische,319,331,LOC,französische
6434,boundary,MONEY,CHF 60'000,294,304,MONEY,CHF 60'000.
6437,omission,JOB,Inhaber,30,37,,
6438,boundary,PER,Didier Rey,158,168,PER,Rey
6438,omission,JOB,Produktionsleiter,70,87,,
6438,omission,JOB,Finanzchef,146,156,,
6441,label,JOB,VRP,89,92,ORG,VRP
6441,omission,AGE,45-jährige,205,215,,
6441,label,JOB,HSG-Absolventin,216,231,ORG,HSG
6441,omission,JOB,CEO,174,177,,
6442,label,NATION,amerikanischer,302,316,LOC,amerikanischer
6442,omission,JOB,designierte Geschäftsführer,266,293,,
6446,omission,JOB,Geschäftsführer,116,131,,
6452,label,JOB,CFO,409,412,ORG,CFO
6452,boundary,MONEY,CHF 250'000,269,280,MONEY,CHF 250'000.
6454,omission,JOB,Geschäftsführer,76,91,,
6456,omission,JOB,Treasurer,4,13,,
6457,boundary,ORG,Metzgerei Brunner & Sohn AG,22,49,ORG,Brunner & Sohn AG
6457,omission,EDU,dipl. Fleischsommelier,152,174,,
6457,omission,AGE,65 Jahre,87,95,,
6462,omission,DATE,Ende dieser Woche,271,288,,
6462,label,JOB,CFO,41,44,ORG,CFO
6479,boundary,MONEY,CHF 15'000,322,332,MONEY,CHF 15'000.
6479,omission,JOB,Buchhalterin,22,34,,
6481,omission,JOB,CEO,39,42,,
6481,boundary,ORG,Leman Ventures SA,47,64,ORG,Leman Ventures
6489,omission,JOB,Leiterin Export,20,35,,
6494,label,JOB,Head of Treasury,36,52,ORG,Head of Treasury
6508,label,JOB,CFO,131,134,ORG,CFO
6508,boundary,ORG,Bau AG Zürich,25,38,ORG,Bau AG
6509,label,NATION,britischer,134,144,LOC,britischer
6509,omission,PHONE,+44 20 7123 4567,280,296,,
6510,omission,JOB,Finanzchefin,32,44,,
6511,label,JOB,CFO,119,122,ORG,CFO
6511,label,JOB,CEO,154,157,ORG,CEO
6512,label,NATION,europäischen,318,330,LOC,europäischen
6512,label,JOB,Leiterin Treasury,34,51,PER,Treasury
6513,omission,AGE,67-jährig,97,106,,
6513,label,EDU,ETH-Architektin,199,214,ORG,ETH
6513,omission,LOC,Zug,11,14,,
6520,omission,JOB,CEO,290,293,,
6520,omission,JOB,CFO,38,41,,
6521,omission,JOB,Sachbearbeiter Buchhaltung,194,220,,
6522,omission,AGE,68-jährig,85,94,,
6522,omission,IBAN,CH88 0023 3233 4455 6677 A,254,280,,
6523,label,NATION,deutschen,334,343,LOC,deutschen
6523,omission,IBAN,CH55 0078 1123 4567 8901 B,238,264,,
6523,label,NATION,französischen,348,361,LOC,französischen
6523,label,JOB,Leiterin Treasury,21,38,PER,Treasury
6533,label,JOB,VRP,87,90,ORG,VRP
6533,omission,JOB,M&A-Berater,281,292,,
6534,omission,ORG,PostFinance,302,313,,
6536,omission,JOB,Inhaber,40,47,,
6536,label,NATION,Schweizer,221,230,LOC,Schweizer
6536,omission,AGE,45 Jahre,232,240,,
6541,boundary,MONEY,CHF 100'000,353,364,MONEY,CHF 100'000.
6548,omission,AGE,32-jähriger,157,168,,
6548,omission,AGE,64 Jahre,89,97,,
6548,omission,JOB,Inhaber,58,65,,
6548,omission,JOB,Holzbauingenieur,169,185,,
6553,omission,JOB,CEO,196,199,,
6553,omission,JOB,CFO,34,37,,
6558,boundary,ORG,Logistik Express GmbH,29,50,ORG|ORG,Logistik|Express GmbH
6558,omission,JOB,CEO,82,85,,
6566,omission,JOB,VR-Präsident,27,39,,
6566,omission,LOC,Zug,161,164,,
6574,label,NATION,schweizerische,260,274,LOC,schweizerische
6574,label,EDU,HSG-Absolvent,275,288,ORG,HSG
6575,label,JOB,CFO,4,7,ORG,CFO
6577,omission,JOB,CEO,284,287,,
6577,omission,JOB,Export Manager,59,73,,
6580,label,EDU,ETH,179,182,ORG,ETH
6580,omission,AGE,68 Jahre,108,116,,
6580,boundary,ORG,Bau AG Fischer & Sohn,29,50,ORG|ORG|ORG,AG|Fischer & Sohn|Bau
6580,omission,JOB,Bauingenieurin,183,197,,
6581,omission,JOB,CFO,36,39,,
6586,label,JOB,CFO,36,39,ORG,CFO
6586,boundary,MONEY,EUR 500'000,160,171,MONEY,EUR 500'000.
6586,omission,JOB,CEO,354,357,,
6586,omission,DATE,Freitag,299,306,,
6589,omission,JOB,Buchhalterin,28,40,,
6589,omission,JOB,Geschäftsführers,287,303,,
6596,omission,AGE,62 Jahre,119,127,,
6596,omission,JOB,CEO,40,43,,
6596,omission,JOB,Anwalt,314,320,,
6597,omission,JOB,Leiter Einkauf,48,62,,
6597,boundary,MONEY,USD 250'000,238,249,MONEY,USD 250'000.
6597,boundary,ORG,Seoul Electronics Inc.,192,214,ORG,Seoul Electronics Inc
6600,omission,JOB,CEO,124,127,,
6600,omission,JOB,Gründer,112,119,,
6600,omission,EDU,ETH-Absolvent,147,160,,
6601,omission,DATE,Ende Monat,300,310,,
6601,omission,JOB,Verwaltungsrat,161,175,,
6607,omission,JOB,Export Manager,163,177,,
6607,boundary,MONEY,CHF 850'000,135,146,MONEY,CHF 850'000.
6613,omission,JOB,Leiterin Rechnungswesen,24,47,,
6613,omission,JOB,CEO,92,95,,
6628,omission,JOB,CEO,20,23,,
6632,omission,AGE,45 Jahre,320,328,,
6632,omission,JOB,CEO,300,303,,
6633,omission,JOB,Controller,178,188,,
6638,omission,JOB,Gründer,77,84,,
6638,boundary,MONEY,CHF 150'000,214,225,MONEY,CHF 150'000.
6638,omission,LOC,Zug,54,57,,
6638,omission,JOB,CTO,89,92,,
6638,omission,JOB,ETH-Physiker,112,124,,
6638,omission,DATE,Q4,327,329,,
6639,omission,JOB,Leiter Export,37,50,,
6639,boundary,LOC,Saudi-Arabien,208,221,LOC|LOC,Arabien|Saudi
6645,omission,JOB,Geschäftsführer,23,38,,
6645,boundary,LOC,"Rue du Rhône 15, 1204 Genf",143,169,LOC,Rue du Rhône
6645,boundary,ORG,Immoinvest Partner SA,43,64,ORG|ORG,Immoinvest Partner|SA
6646,omission,JOB,CEO,102,105,,
6646,label,NATION,deutschen,257,266,LOC,deutschen
6646,omission,LOC,Zug,75,78,,
6646,omission,JOB,CTO,133,136,,
6646,omission,AGE,35 Jahre,107,115,,
6654,omission,JOB,Geschäftsführer,67,82,,
6654,omission,AGE,58-jähriger,281,292,,
6654,label,NATION,italienischer,293,306,LOC,italienischer
6655,boundary,MONEY,CHF 20'000,345,355,MONEY,CHF 20'000.
6655,omission,JOB,Leiterin Finanzen,24,41,,
6655,omission,JOB,Verkaufsleiter,308,322,,
6657,label,NATION,schwedische,271,282,LOC,schwedische
6657,omission,JOB,CEO,87,90,,
6666,label,NATION,deutscher,303,312,LOC,deutscher
6666,omission,JOB,Immobilienverantwortlichen,16,42,,
6669,label,JOB,CFO,32,35,ORG,CFO
6669,boundary,MONEY,CHF 750'000,146,157,MONEY,CHF 750'000.
6669,label,JOB,CEO,185,188,ORG,CEO
6669,omission,MONEY,3 Monate,293,301,,
6670,label,JOB,Leiterin Treasury,249,266,ORG,Treasury
6670,omission,JOB,CFO,51,54,,
6672,omission,IBAN,CH45 0023 3788 1234 5678 A,330,356,,
6672,omission,DATE,heute Abend,267,278,,
6672,omission,JOB,Leiter Finanzen,40,55,,
6673,omission,AGE,62 Jahre,96,104,,
6673,omission,JOB,dipl. Holzbauingenieur,180,202,,
6677,omission,JOB,Physiker,244,252,,
6677,label,EDU,ETH Zürich,260,270,ORG,ETH Zürich
6678,omission,JOB,Inhaber,34,41,,
6678,boundary,MONEY,CHF 80'000,192,202,MONEY,CHF 80'000.
6680,omission,JOB,Geschäftsführerin,19,36,,
6685,omission,JOB,Flottenmanagerin,20,36,,
6686,boundary,ORG,Innovate Robotics GmbH,47,69,ORG,neuen Innovate Robotics GmbH
6686,omission,LOC,Zug,249,252,,
6686,omission,JOB,CEO,33,36,,
6690,omission,JOB,Geschäftsführer,78,93,,
6690,boundary,MONEY,CHF 850'000,267,278,MONEY,CHF 850'000.
6690,omission,JOB,ETH-Ingenieur,367,380,,
6690,omission,AGE,58 Jahre,115,123,,
6693,omission,JOB,Verwaltungsratspräsident,112,136,,
6693,boundary,LOC,Zürich-Oerlikon,388,403,LOC|LOC,Zürich|Oerlikon
6700,boundary,LOC,Bahnhofstrasse 15,181,198,LOC,15
6700,omission,DATE,Ende nächster Woche,294,313,,
6700,omission,JOB,Leiter Finanzen,88,103,,
6703,omission,LOC,Zug,277,280,,
6704,omission,JOB,CFO,14,17,,
6707,omission,AGE,68 Jahre,34,42,,
6707,omission,JOB,ETH-Ingenieur,141,154,,
6707,omission,JOB,Patron,49,55,,
6711,omission,JOB,Geschäftsführerin,20,37,,
6711,omission,LOC,Zug,103,106,,
6719,omission,JOB,Buchhalter,225,235,,
6719,omission,DATE,Ende Woche,347,357,,
6719,omission,JOB,Inhaberin,21,30,,
6721,omission,JOB,CEO,17,20,,
6722,label,NATION,französische,245,257,LOC,französische
6722,omission,JOB,Gründerin,41,50,,
6723,omission,JOB,CFO,48,51,,
6723,omission,JOB,ETH-Ingenieur,316,329,,
6728,boundary,ORG,Zürcher Kantonalbank,178,198,ORG,Kantonalbank
6728,omission,JOB,Treuhänder,256,266,,
6728,omission,IBAN,CH56 0023 3233 1234 5678 A,38,64,,
6732,omission,JOB,Leiter Finanzen,31,46,,
6732,omission,JOB,Leiterin Operations,217,236,,
6732,omission,JOB,CEO,257,260,,
6733,omission,JOB,Controller,216,226,,
6733,boundary,MONEY,CHF,139,142,MONEY,CHF.
6737,label,JOB,CFO,159,162,ORG,CFO
6738,omission,JOB,Assistentin,173,184,,
6739,omission,DATE,morgen Mittag,261,274,,
6739,omission,JOB,Treasurer,4,13,,
6740,omission,JOB,Projektleiterin,25,40,,
6747,boundary,ORG,Global Commodities Trading SA,28,57,ORG|ORG,Global Commodities Trading|SA
6747,omission,JOB,Treasurer,14,23,,
6747,label,NATION,britischer,297,307,LOC,britischer
6755,label,JOB,CFO,22,25,ORG,CFO
6756,boundary,MONEY,EUR 800'000,150,161,MONEY,EUR 800'000.
6756,label,NATION,europäischen,288,300,LOC,europäischen
6756,omission,JOB,CEO,34,37,,
6758,omission,AGE,32 Jahre,125,133,,
6758,omission,JOB,CEO,30,33,,
6758,omission,JOB,ETH-Ingenieur,142,155,,
6758,omission,DATE,Ende Monat,334,344,,
6762,boundary,MONEY,CHF 100'000,219,230,MONEY,CHF 100'000.
6762,omission,JOB,CEO,124,127,,
6776,omission,JOB,CEO,236,239,,
6776,omission,AGE,45,259,261,,
6776,label,EDU,HSG-Absolventin,263,278,ORG,HSG
6776,label,JOB,CFO,18,21,ORG,CFO
6780,omission,JOB,Treasurer,24,33,,
6780,boundary,ORG,Rohstoffhandel International SA,38,69,ORG|ORG,International|Rohstoffhandel
6782,omission,JOB,Leiterin Finanzen,40,57,,
6782,boundary,MONEY,CHF 50'000,215,225,MONEY,CHF 50'000.
6782,label,JOB,CEO,85,88,ORG,CEO
6783,omission,AGE,35-jährigen,169,180,,
6783,omission,JOB,Gründer,218,225,,
6785,omission,DATE,morgen Mittag,202,215,,
6785,omission,JOB,CFO,32,35,,
6786,omission,JOB,Inhaber,36,43,,
6786,boundary,MONEY,EUR 600'000,153,164,MONEY,EUR 600'000.
6787,omission,AGE,45,88,90,,
6787,omission,JOB,CEO,44,47,,
6792,omission,JOB,CEO,35,38,,
6792,label,JOB,ETH-Ingenieur,17,30,ORG,ETH
6802,omission,JOB,CFO,50,53,,
6817,omission,JOB,Treasury-Manager,13,29,,
6820,omission,JOB,Leiter Finanzen,32,47,,
6820,omission,JOB,Buchhalterin,386,398,,
6820,label,JOB,CEO,276,279,ORG,CEO
6833,omission,JOB,Treuhänder,306,316,,
6833,omission,JOB,VR-Präsident,109,121,,
6834,omission,JOB,Geschäftsführerin,49,66,,
6834,label,NATION,italienische,108,120,LOC,italienische
6838,label,JOB,Leiterin Treasury,48,65,PER,Treasury
6839,omission,JOB,Geschäftsführer,49,64,,
6841,label,NATION,deutsche,121,129,LOC,deutsche
6841,omission,JOB,COO,113,116,,
6844,omission,JOB,Leiter Export,32,45,,
6850,omission,DATE,sofort,286,292,,
6850,boundary,ORG,Alpine Trading Ltd.,29,48,ORG,Alpine Trading Ltd
6850,boundary,PER,Peter Frei,160,170,PER,Peter
6852,omission,JOB,Geschäftsführer,65,80,,
6852,label,NATION,deutscher,301,310,LOC,deutscher
6855,label,JOB,VR-Präsident,153,165,ORG,VR
6858,omission,JOB,Partners,162,170,,
6858,omission,JOB,CEO,34,37,,
6862,label,NATION,schweizerische,263,277,LOC,schweizerische
6862,omission,JOB,COO,79,82,,
6871,omission,JOB,CEO,79,82,,
6871,omission,JOB,Business Partner,334,350,,
6871,omission,AGE,45,96,98,,
6873,omission,LOC,Zug,148,151,,
6873,omission,DATE,morgen Mittag,379,392,,
6874,boundary,ORG,Global Trade Solutions SA,49,74,ORG|ORG,Global Trade Solutions|SA
6874,omission,JOB,Head of Treasury,28,44,,
6876,omission,DATE,15. Mai,374,381,,
6876,omission,JOB,Partnerin,16,25,,
6876,omission,JOB,Senior Consultant,118,135,,
6881,omission,JOB,Leiter Finanzen,61,76,,
6883,omission,JOB,Geschäftsführer,78,93,,
6883,boundary,ORG,Fischer Deutschland GmbH,488,512,ORG,Deutschland GmbH
6883,omission,AGE,64 Jahre,127,135,,
6883,label,EDU,ETH,195,198,ORG,ETH
6883,boundary,ORG,Präzisionsmechanik Fischer GmbH,29,60,ORG,Fischer GmbH
6885,label,JOB,VRP,89,92,ORG,VRP
6885,label,JOB,CFO,284,287,ORG,CFO
6888,omission,DATE,morgen Mittag,316,329,,
6888,omission,JOB,HR-Managerin,22,34,,
6888,omission,JOB,CEO,241,244,,
6892,label,JOB,ETH-Ingenieur,137,150,ORG,ETH
6892,omission,AGE,68 Jahre,36,44,,
6894,omission,JOB,Managing Partner,236,252,,
6894,omission,JOB,Office Manager,117,131,,
6899,omission,DATE,Ende Q3,177,184,,
6899,label,NATION,französische,257,269,LOC,französische
6899,omission,JOB,Head of Treasury,34,50,,
6908,label,JOB,CFO,47,50,ORG,CFO
6908,boundary,PER,Sabine Hofer,350,362,PER,Hofer
6908,label,JOB,Leiterin Treasury,326,343,PER,Treasury
6910,omission,JOB,CEO,243,246,,
6910,label,JOB,Assistentin der GL,148,166,ORG,GL
6916,label,JOB,CFO,23,26,ORG,CFO
6916,label,JOB,Treasury-Mitarbeiter,53,73,ORG,Treasury
6919,omission,JOB,Leiterin Finanzen,19,36,,
6919,omission,DATE,nächste Woche,244,257,,
6922,omission,AGE,68,38,40,,
6927,label,EDU,HSG-Absolventin,127,142,ORG,HSG
6927,omission,JOB,CEO,150,153,,
6927,boundary,MONEY,CHF 500k,246,254,MONEY,CHF 500k.
6927,omission,AGE,68,83,85,,
6935,omission,JOB,Anwalt,308,314,,
6935,omission,JOB,CEO,25,28,,
6941,boundary,MONEY,ca. 400'000 EUR,243,258,MONEY,400'000 EUR
6941,omission,JOB,Produktionsleiter,130,147,,
6941,boundary,LOC,Kanton Graubünden,43,60,LOC,Graubünden
6943,label,NATION,deutschen,129,138,LOC,deutschen
6943,omission,JOB,CEO,191,194,,
6943,boundary,MONEY,CHF 25k,225,232,MONEY,CHF 25k.
6943,omission,JOB,Leiter Finanzen,21,36,,
6946,omission,JOB,Projektleiter,15,28,,
6948,label,NATION,französischen,199,212,LOC,französischen
6948,boundary,ORG,Alpine Watches SA,33,50,ORG,Watches SA
6948,label,JOB,CFO,2,5,ORG,CFO
6960,omission,JOB,Leiter Finanzen,23,38,,
6962,omission,JOB,Anwalt,287,293,,
6962,omission,AGE,68,24,26,,
6962,omission,JOB,CEO,182,185,,
6962,omission,AGE,35,60,62,,
6962,boundary,ORG,Bautechnik Fischer & Sohn AG,72,100,ORG,Fischer & Sohn AG
6964,omission,JOB,Assistent,249,258,,
6964,label,JOB,CFO,24,27,ORG,CFO
6973,omission,JOB,Partnerin,149,158,,
6975,omission,LOC,Les Jardins du Lac,233,251,,
6981,omission,JOB,CEO,29,32,,
6981,label,NATION,brasilianischen,136,151,LOC,brasilianischen
6981,omission,JOB,CEO,247,250,,
6981,omission,MONEY,BRL 5 Mio,172,181,,
6981,omission,DATE,Ende Woche,360,370,,
6983,omission,JOB,Leiterin Finanzen,31,48,,
6986,omission,DATE,3 Monaten,114,123,,
6986,omission,JOB,Head of Treasury,21,37,,
6987,label,JOB,CFO,17,20,ORG,CFO
6987,omission,JOB,Anwalt,257,263,,
6989,label,NATION,französischer,205,218,LOC,französischer
6996,boundary,MONEY,25k CHF,183,190,MONEY|MONEY,25k|CHF
6996,omission,JOB,Leiterin Finanzen,32,49,,
6996,omission,JOB,Sales Director,111,125,,
6997,omission,JOB,ETH-Ingenieur,118,131,,
6997,omission,JOB,Inhaber,30,37,,
6997,boundary,ORG,Holzbau Fischer & Sohn AG,42,67,ORG,Fischer & Sohn AG
6997,label,NATION,Schweizer,285,294,LOC,Schweizer
7003,boundary,ORG,Print Solutions Müller & Co.,39,67,ORG,Print Solutions Müller & Co
7003,omission,AGE,65 Jahre,104,112,,
7003,boundary,MONEY,ca. 180k,157,165,MONEY,180k
7003,omission,JOB,Inhaber,30,37,,
7005,omission,JOB,Geschäftsführerin,30,47,,
7005,omission,LOC,Zug,234,237,,
7009,omission,JOB,Produktionsleiter,68,85,,
7009,omission,JOB,CEO,198,201,,
7009,boundary,MONEY,CAD 500k,311,319,MONEY,500k
7010,omission,JOB,Geschäftsführer,196,211,,
7011,omission,JOB,CFO,13,16,,
7015,label,JOB,CFO,99,102,ORG,CFO
7015,boundary,ORG,IT-Beratung Novatec GmbH,36,60,ORG,Novatec GmbH
7015,omission,JOB,Office Managerin,15,31,,
7019,boundary,ORG,Maschinenbau Guggisberg AG,27,53,ORG,Guggisberg AG
7019,boundary,MONEY,USD 800'000,110,121,MONEY,USD 800'000.
7019,label,NATION,spanischer,272,282,LOC,spanischer
7019,omission,JOB,Leiter Export,237,250,,
7020,omission,JOB,Partnerin,26,35,,
7020,omission,DATE,nächste Woche,200,213,,
7024,label,JOB,ETH-Absolvent,103,116,ORG,ETH
7024,omission,AGE,65,25,27,,
7028,label,NATION,deutsche,152,160,LOC,deutsche
7028,label,JOB,Leiterin Treasury,38,55,PER,Treasury
7030,boundary,ORG,CySecure AG,47,58,ORG,off CySecure AG
7030,label,JOB,CTO,151,154,ORG,CTO
7030,omission,JOB,CEO,115,118,,
7033,omission,AGE,68,28,30,,
7033,label,EDU,HSG,66,69,ORG,HSG
7033,omission,JOB,CEO,167,170,,
7044,boundary,ORG,Textilimport Rossi & Co.,2,26,ORG,Rossi & Co
7044,omission,DATE,Ende Woche,189,199,,
7044,omission,JOB,Inhaber,152,159,,
7044,boundary,MONEY,USD 350'000,97,108,MONEY,USD 350'000.
7047,omission,DATE,Herbst,248,254,,
7057,omission,DATE,Q4,120,122,,
7057,label,JOB,Leiter Treasury,27,42,PER,Treasury
7057,omission,DATE,9 Uhr,224,229,,
7058,boundary,ORG,BauProfi GmbH,29,42,ORG,der BauProfi GmbH
7058,omission,JOB,CEO,21,24,,
7062,omission,JOB,Leiter Logistik,36,51,,
7062,boundary,MONEY,EUR 600'000,151,162,MONEY,EUR 600'000.
7072,omission,DATE,15. September,267,280,,
7072,omission,JOB,CEO,31,34,,
7072,label,NATION,französische,96,108,LOC,französische
7075,boundary,MONEY,USD 850k,307,315,MONEY,USD 850k.
7075,omission,DATE,nächste Woche,330,343,,
7075,label,JOB,Leiterin Treasury,27,44,PER,Treasury
7075,omission,MONEY,10 Mio.,133,140,,
7077,omission,JOB,Geschäftsführer,72,87,,
7077,boundary,ORG,Holzbau Amstutz GmbH,31,51,ORG|ORG,Holzbau|Amstutz GmbH
7079,omission,JOB,Buchhalterin,189,201,,
7081,omission,JOB,Inhaber,40,47,,
7081,omission,DATE,Ende der Woche,382,396,,
7082,omission,DATE,Freitag,266,273,,
7082,omission,JOB,CFO,13,16,,
7083,boundary,ORG,Pharma-Logistik SA,60,78,ORG,SA
7083,omission,JOB,Geschäftsführerin,38,55,,
7083,omission,DATE,gestern,171,178,,
7083,omission,JOB,CEO,145,148,,
7085,boundary,MONEY,CHF 300k,254,262,MONEY,CHF 300k.
7085,omission,JOB,Gründer,19,26,,
7085,omission,AGE,62,104,106,,
7085,omission,JOB,Anwalt,269,275,,
7098,omission,JOB,Partner,166,173,,
7112,omission,DATE,Ende Woche,183,193,,
7119,omission,JOB,Exportleiterin,32,46,,
7119,label,NATION,italienische,200,212,LOC,italienische
7119,boundary,ORG,Global Exports SA,51,68,ORG|ORG,SA|Global Exports
7130,omission,EDU,ETH,293,296,,
7130,label,NATION,amerikanischen,138,152,LOC,amerikanischen
7130,label,JOB,CEO,83,86,ORG,CEO
7130,label,JOB,CFO,106,109,ORG,CFO
7132,omission,DATE,Ende Woche,269,279,,
7133,omission,JOB,CEO,29,32,,
7133,omission,MONEY,3 Mio,191,196,,
7136,omission,JOB,Projektleiter,15,28,,
7136,omission,IBAN,CH44 0023 3233 4567 8901 A,223,249,,
7139,boundary,MONEY,USD 750'000,86,97,MONEY,USD 750'000.
7139,omission,JOB,Sales Director,200,214,,
7139,omission,JOB,Head of Treasury,26,42,,
7140,omission,JOB,Inhaber,26,33,,
7140,omission,EDU,ETH-Ingenieurin,117,132,,
7140,omission,DATE,Januar,147,153,,
7141,label,JOB,CFO,20,23,ORG,CFO
7144,omission,JOB,CEO,16,19,,
7144,label,NATION,chinesischen,87,99,LOC,chinesischen
7144,boundary,ORG,Handelsfirma Global AG,24,46,ORG,Global AG
7149,label,JOB,CFO,258,261,ORG,CFO
7149,omission,JOB,Produktionsleiter,79,96,,
7149,boundary,LOC,Buchs SG,51,59,LOC,Buchs
7150,omission,JOB,Leiterin Finanzen,38,55,,
7150,omission,ORG,Raiffeisen,210,220,,
7154,omission,JOB,Gründerin,34,43,,
7154,boundary,MONEY,USD 100k,261,269,MONEY,USD 100k.
7162,label,NATION,Deutscher,86,95,LOC,Deutscher
7162,omission,DATE,Ende der Woche,215,229,,
7162,omission,JOB,CEO,31,34,,
7166,omission,JOB,Buchhalter,65,75,,
7166,boundary,ORG,Logistik Express GmbH,21,42,ORG|ORG,Express GmbH|Pendenzenliste für Logistik
7168,omission,JOB,Geschäftsführer,110,125,,
