doc_id,category,gold_label,gold_text,gold_start,gold_end,overlapping_fp_labels,overlapping_fp_texts
6541,boundary,ORG,Cybersec AI AG,121,135,ORG,AI AG
6541,boundary,MONEY,CHF 100'000,353,364,MONEY,CHF 100'000.
6548,boundary,AGE,64 Jahre,89,97,AGE,64 Jahre alt
6548,omission,JOB,Holzbauingenieur,169,185,,
6566,omission,JOB,VR-Präsident,27,39,,
6574,boundary,ORG,Frei Logistik GmbH,40,58,ORG,Frei Logistik GmbH.
6574,label,EDU,HSG-Absolvent,275,288,ORG,HSG-Absolvent
6575,boundary,ORG,Modehaus Schneider AG,12,33,ORG,Schneider AG
6580,omission,JOB,Bauingenieurin,183,197,,
6581,omission,ORG,Logistik Transport AG,44,65,,
6586,boundary,PER,Markus Steiner,16,30,PER,Herrn Markus Steiner
6586,boundary,MONEY,EUR 500'000,160,171,MONEY,EUR 500'000.
6586,boundary,PER,Steiner,253,260,PER,Herrn Steiner
6586,omission,DATE,Freitag,299,306,,
6589,omission,JOB,Geschäftsführers,287,303,,
6596,omission,PER,Fischer,110,117,,
6596,boundary,AGE,62 Jahre,119,127,AGE,62 Jahre alt
6596,omission,JOB,Anwalt,314,320,,
6597,boundary,MONEY,USD 250'000,238,249,MONEY,USD 250'000.
6597,omission,ORG,Tech-Import GmbH,71,87,,
6600,omission,JOB,Gründer,112,119,,
6600,label,EDU,ETH-Absolvent,147,160,ORG,ETH-Absolvent
6607,boundary,MONEY,CHF 850'000,135,146,MONEY,CHF 850'000.
6628,boundary,ORG,Helvetia Logistik SA,50,70,ORG,Helvetia Logistik
6633,omission,JOB,Controller,178,188,,
6638,omission,JOB,Gründer,77,84,,
6638,boundary,MONEY,CHF 150'000,214,225,MONEY,CHF 150'000.
6638,label,JOB,ETH-Physiker,112,124,ORG,ETH-Physiker
6638,omission,DATE,Q4,327,329,,
6639,omission,ORG,Maschinenbau Ost AG,59,78,,
6645,boundary,LOC,"Rue du Rhône 15, 1204 Genf",143,169,LOC|LOC,Rue du Rhône 15|Genf
6655,boundary,MONEY,CHF 20'000,345,355,MONEY,CHF 20'000.
6655,omission,JOB,Verkaufsleiter,308,322,,
6657,omission,NATION,schwedische,271,282,,
6666,omission,PER,Graf,294,298,,
6666,omission,JOB,Immobilienverantwortlichen,16,42,,
6666,omission,ORG,Retail Invest Holding AG,47,71,,
6669,boundary,MONEY,CHF 750'000,146,157,MONEY,CHF 750'000.
6669,label,MONEY,3 Monate,293,301,DATE,3 Monate
6672,omission,DATE,heute Abend,267,278,,
6672,boundary,ORG,Global Trade GmbH,60,77,ORG,Global Trade GmbH.
6673,label,AGE,62 Jahre,96,104,DATE,62 Jahre
6673,omission,JOB,dipl. Holzbauingenieur,180,202,,
6677,omission,JOB,Physiker,244,252,,
6677,label,EDU,ETH Zürich,260,270,ORG,ETH Zürich
6678,boundary,MONEY,CHF 80'000,192,202,MONEY,CHF 80'000.
6685,omission,JOB,Flottenmanagerin,20,36,,
6690,boundary,LOC,Zug,336,339,LOC,Kanton Zug
6690,boundary,MONEY,CHF 850'000,267,278,MONEY,CHF 850'000.
6690,label,JOB,ETH-Ingenieur,367,380,ORG,ETH-Ingenieur
6700,boundary,DATE,Ende nächster Woche,294,313,DATE,nächster Woche
6704,label,PER,Beat Zürcher,0,12,ORG,Beat Zürcher
6707,boundary,PER,Peter Baumann,19,32,PER,Herrn Peter Baumann
6707,label,JOB,ETH-Ingenieur,141,154,ORG,ETH-Ingenieur
6707,omission,JOB,Patron,49,55,,
6719,boundary,ORG,Modehaus Gasser AG,35,53,ORG,Gasser AG
6722,omission,JOB,Gründerin,41,50,,
6722,label,ORG,Bio-Food Produzenten AG,55,78,LOC,Bio-Food
6723,label,JOB,ETH-Ingenieur,316,329,ORG,ETH-Ingenieur
6733,omission,JOB,Controller,216,226,,
6733,omission,MONEY,CHF,139,142,,
6739,omission,DATE,morgen Mittag,261,274,,
6739,omission,ORG,Retail Holding AG,18,35,,
6739,label,JOB,Treasurer,4,13,ORG,Treasurer
6747,omission,MONEY,CHF,173,176,,
6747,omission,JOB,Treasurer,14,23,,
6747,omission,PER,Lee,289,292,,
6756,boundary,ORG,Fischer Innovations GmbH,244,268,ORG,Fischer Innovations
6756,boundary,MONEY,EUR 800'000,150,161,MONEY,EUR 800'000. 2.
6758,boundary,AGE,32 Jahre,125,133,AGE,32 Jahre alt
6758,label,JOB,ETH-Ingenieur,142,155,ORG,ETH-Ingenieur
6762,boundary,MONEY,CHF 100'000,219,230,MONEY,CHF 100'000.
6762,omission,ORG,Bauplan Totalunternehmung AG,71,99,,
6771,boundary,PER,Robert Keller,18,31,PER,Herrn Robert Keller
6776,omission,AGE,45,259,261,,
6776,label,EDU,HSG-Absolventin,263,278,ORG,HSG-Absolventin
6780,label,JOB,Treasurer,24,33,ORG,Treasurer
6782,boundary,MONEY,CHF 50'000,215,225,MONEY,CHF 50'000.
6783,boundary,ORG,Digital Marketing Holding GmbH,91,121,ORG,Digital Marketing Holding
6783,omission,ORG,Digital Marketing Services AG,19,48,,
6783,omission,JOB,Gründer,218,225,,
6785,omission,DATE,morgen Mittag,202,215,,
6786,boundary,MONEY,EUR 600'000,153,164,MONEY,EUR 600'000.
6787,boundary,LOC,USA,217,220,LOC,den USA
6787,boundary,ORG,Geneva Fine Watchmakers SA,52,78,ORG|ORG,SA|Geneva Fine Watchmakers
6787,omission,AGE,45,88,90,,
6792,label,JOB,ETH-Ingenieur,17,30,ORG,ETH-Ingenieur
6817,omission,JOB,Treasury-Manager,13,29,,
6817,boundary,ORG,Retail Shops Switzerland AG,34,61,ORG,Switzerland AG
6820,omission,MONEY,CHF,190,193,,
6833,label,JOB,VR-Präsident,109,121,ORG,VR-Präsident
6833,boundary,ORG,Immobilien Invest AG,4,24,ORG,Invest AG
6838,omission,ORG,Global Exports SA,70,87,,
6838,omission,MONEY,CHF,229,232,,
6839,boundary,PER,Peter Fischer,34,47,PER,Herrn Peter Fischer
6841,label,JOB,COO,113,116,ORG,COO
6850,omission,DATE,sofort,286,292,,
6850,boundary,ORG,Alpine Trading Ltd.,29,48,ORG,Alpine Trading Ltd
6852,omission,PER,Zimmermann,286,296,,
6852,label,ORG,Zürich Logistik AG,29,47,LOC,Zürich
6855,omission,JOB,VR-Präsident,153,165,,
6858,omission,JOB,Partners,162,170,,
6862,omission,ORG,Logistik Welt AG,45,61,,
6871,omission,JOB,Business Partner,334,350,,
6871,omission,AGE,45,96,98,,
6873,omission,DATE,morgen Mittag,379,392,,
6874,boundary,ORG,Global Trade Solutions SA,49,74,ORG,Global Trade Solutions
6874,label,JOB,Head of Treasury,28,44,ORG,Head of Treasury
6876,omission,DATE,15. Mai,374,381,,
6876,omission,JOB,Partnerin,16,25,,
6876,omission,JOB,Senior Consultant,118,135,,
6876,boundary,LOC,USA,252,255,LOC,den USA
6881,boundary,DATE,Q1 2024,405,412,DATE,2024
6883,boundary,ORG,Fischer Deutschland GmbH,488,512,ORG,Fischer Deutschland
6883,label,AGE,64 Jahre,127,135,DATE,64 Jahre
6883,label,EDU,ETH,195,198,ORG,ETH-Ingenieur
6885,boundary,ORG,AlpenEnergie Holding AG,46,69,ORG,AlpenEnergie Holding
6885,label,JOB,VRP,89,92,ORG,VRP
6888,omission,DATE,morgen Mittag,316,329,,
6888,label,JOB,HR-Managerin,22,34,ORG,HR-Managerin
6892,label,JOB,ETH-Ingenieur,137,150,ORG,ETH-Ingenieur
6894,omission,JOB,Managing Partner,236,252,,
6894,omission,JOB,Office Manager,117,131,,
6899,boundary,ORG,Global Trade Solutions GmbH,59,86,ORG,Global Trade Solutions
6899,omission,DATE,Ende Q3,177,184,,
6899,label,JOB,Head of Treasury,34,50,ORG,Head of Treasury
6908,label,JOB,Leiterin Treasury,326,343,ORG,Treasury
6908,boundary,PER,Markus Keller,32,45,PER,Herrn Markus Keller
6910,omission,MONEY,EUR,356,359,,
6910,omission,ORG,Innovatec Solutions AG,111,133,,
6910,boundary,JOB,Assistentin der GL,148,166,JOB,Assistentin
6910,omission,MONEY,USD,364,367,,
6916,boundary,PER,Simon Weber,74,85,PER,Treasury-Mitarbeiter Simon Weber
6916,label,JOB,Treasury-Mitarbeiter,53,73,PER,Treasury-Mitarbeiter Simon Weber
6922,omission,AGE,68,38,40,,
6927,label,EDU,HSG-Absolventin,127,142,ORG,HSG-Absolventin
6927,omission,AGE,68,83,85,,
6935,omission,JOB,Anwalt,308,314,,
6935,boundary,PER,Fuchs,323,328,PER,Dr. Fuchs
6935,boundary,ORG,LogiSwiss GmbH,33,47,ORG,LogiSwiss GmbH.
6941,boundary,MONEY,ca. 400'000 EUR,243,258,MONEY,400'000 EUR
6941,label,ORG,Alpinholz AG,27,39,LOC,Alpinholz
6941,omission,JOB,Produktionsleiter,130,147,,
6943,omission,PER,Keller,265,271,,
6962,omission,JOB,Anwalt,287,293,,
6962,omission,AGE,68,24,26,,
6962,omission,AGE,35,60,62,,
6962,omission,ORG,Bautechnik Fischer & Sohn AG,72,100,,
6973,omission,JOB,Partnerin,149,158,,
6981,omission,MONEY,BRL 5 Mio,172,181,,
6986,boundary,ORG,ChocoSwiss AG,42,55,ORG,ChocoSwiss
6986,label,JOB,Head of Treasury,21,37,ORG,Head of Treasury
6987,omission,MONEY,250k,141,145,,
6987,omission,ORG,Präzisionsmechanik GmbH,22,45,,
6987,omission,JOB,Anwalt,257,263,,
6989,boundary,ORG,Immo-Invest Partner AG,21,43,ORG,Immo-Invest Partner
6996,omission,PER,Fuchs,232,237,,
6996,omission,MONEY,25k CHF,183,190,,
6996,boundary,ORG,Global Food Trading GmbH,54,78,ORG,Global Food Trading GmbH.
6996,omission,PER,Keller,293,299,,
6996,omission,JOB,Sales Director,111,125,,
6997,label,JOB,ETH-Ingenieur,118,131,ORG,ETH-Ingenieur
6997,boundary,PER,Thomas Fischer,102,116,PER,Sohn Thomas Fischer
7003,label,AGE,65 Jahre,104,112,DATE,65 Jahre
7003,omission,MONEY,ca. 180k,157,165,,
7005,boundary,ORG,Gourmet Food Import GmbH,52,76,ORG,Gourmet Food Import GmbH.
7009,omission,JOB,Produktionsleiter,68,85,,
7009,omission,MONEY,CAD 500k,311,319,,
7010,boundary,ORG,CoreIT Systems GmbH,93,112,ORG,"CoreIT Systems GmbH.
*   "
7015,boundary,ORG,IT-Beratung Novatec GmbH,36,60,ORG,Novatec GmbH
7015,omission,JOB,Office Managerin,15,31,,
7019,boundary,MONEY,USD 800'000,110,121,MONEY,USD 800'000.
7020,omission,JOB,Partnerin,26,35,,
7020,omission,ORG,Architekturbüro Form & Raum AG,40,70,,
7024,label,JOB,ETH-Absolvent,103,116,EDU,ETH-Absolvent
7024,omission,AGE,65,25,27,,
7028,label,LOC,Schweizer,115,124,NATION,Schweizer
7030,boundary,ORG,Digital Solutions Holding AG,77,105,ORG,Digital Solutions Holding
7033,omission,AGE,68,28,30,,
7033,label,EDU,HSG,66,69,ORG,HSG-Absolventin
7033,boundary,ORG,Brunner Spielwaren AG,98,119,ORG,Brunner
7044,label,ORG,Textilimport Rossi & Co.,2,26,LOC,Rossi & Co.
7044,boundary,MONEY,USD 350'000,97,108,MONEY,USD 350'000.
7047,boundary,ORG,Walter Haustechnik GmbH,37,60,ORG,Walter Haustechnik GmbH.
7047,omission,DATE,Herbst,248,254,,
7057,omission,DATE,Q4,120,122,,
7057,omission,DATE,9 Uhr,224,229,,
7057,omission,LOC,USA,103,106,,
7062,boundary,MONEY,EUR 600'000,151,162,MONEY,EUR 600'000.
7072,omission,DATE,15. September,267,280,,
7075,omission,MONEY,10 Mio.,133,140,,
7077,boundary,LOC,Luzern,62,68,LOC,Kanton Luzern
7077,boundary,ORG,Holzbau Amstutz GmbH,31,51,ORG,Holzbau Amstutz
7079,omission,MONEY,50k,294,297,,
7081,omission,DATE,Ende der Woche,382,396,,
7082,omission,DATE,Freitag,266,273,,
7083,omission,DATE,gestern,171,178,,
7085,omission,JOB,Gründer,19,26,,
7085,omission,AGE,62,104,106,,
7085,omission,JOB,Anwalt,269,275,,
7091,boundary,ORG,Frei Transporte GmbH,36,56,ORG,Frei Transporte GmbH. Will
7098,omission,JOB,Partner,166,173,,
7098,omission,ORG,IT Consulting Fischer AG,21,45,,
7112,omission,ORG,Meier Import Export AG,31,53,,
7119,omission,JOB,Exportleiterin,32,46,,
7130,boundary,PER,Schmid,282,288,PER,Dr. Schmid
7130,label,JOB,CFO,106,109,ORG,CFO
7133,omission,MONEY,3 Mio,191,196,,
7136,boundary,ORG,Future Robotics GmbH,97,117,ORG,Future Robotics GmbH. Kontoeröffnungsunterlagen
7139,omission,ORG,Import Export AG,47,63,,
7139,boundary,MONEY,USD 750'000,86,97,MONEY,USD 750'000.
7139,omission,JOB,Sales Director,200,214,,
7139,label,JOB,Head of Treasury,26,42,ORG,Head of Treasury
7140,boundary,EDU,ETH-Ingenieurin,117,132,EDU,ETH
7140,omission,DATE,Januar,147,153,,
7144,boundary,ORG,Handelsfirma Global AG,24,46,ORG,Global AG
7149,omission,JOB,Produktionsleiter,79,96,,
7154,omission,JOB,Gründerin,34,43,,
7162,omission,DATE,Ende der Woche,215,229,,
7166,omission,ORG,Logistik Express GmbH,21,42,,
7168,omission,JOB,Sohn,251,255,,
7173,omission,JOB,Patron,31,37,,
7173,omission,EDU,IMD-Absolventin,132,147,,
7185,omission,JOB,Anwältin,46,54,,
7185,boundary,PER,Thomas Meier,249,261,PER,Sohn Thomas Meier
7185,omission,AGE,72,202,204,,
7186,omission,MONEY,CHF,208,211,,
7187,omission,DATE,morgen,250,256,,
7187,boundary,JOB,designierte CEO,269,284,JOB,CEO
7189,omission,DATE,übermorgen,286,296,,
7190,omission,LOC,Romandie,214,222,,
7192,boundary,ORG,Ticino Fashion Group SA,31,54,ORG,Ticino Fashion Group
7197,boundary,AGE,28,186,188,AGE,28 Jahre alt
7197,label,EDU,ETH-Absolvent,203,216,ORG,ETH-Absolvent
7197,omission,JOB,Gründer,58,65,,
7200,omission,DATE,30.06.,160,166,,
7212,boundary,AGE,32 Jahre,234,242,AGE,32 Jahre alt
7216,omission,ORG,Export Plus Handels GmbH,50,74,,
7221,omission,AGE,68,72,74,,
7221,label,EDU,HSG,133,136,ORG,HSG-Absolventin
7221,boundary,ORG,Transport Fischer & Co.,23,46,ORG,Transport Fischer & Co
7230,boundary,ORG,Swiss Food Solutions SA,27,50,ORG,Swiss Food Solutions
7238,boundary,ORG,Logistik Services SA,27,47,ORG,Logistik Services
7239,omission,AGE,65,32,34,,
7239,omission,AGE,38,67,69,,
7248,boundary,ORG,Swiss IT Solutions GmbH,66,89,ORG,"Swiss IT Solutions GmbH.
- Die"
7260,omission,JOB,Sales Director,230,244,,
7268,omission,JOB,Mitarbeiter Buchhaltung,179,202,,
7279,boundary,MONEY,USD 80'000,129,139,MONEY,"USD 80'000.
"
7283,omission,MONEY,GBP,298,301,,
7283,omission,MONEY,EUR,290,293,,
7283,label,PER,Beat Pfister,2,14,ORG,Beat Pfister
7283,omission,MONEY,ca. 2.5 Mio CHF,169,184,,
7287,omission,AGE,35,143,145,,
7287,omission,PER,Beat Lehmann,18,30,,
7287,boundary,PER,Michael Lehmann,126,141,PER,Sohn Michael Lehmann
7287,label,EDU,HSG,147,150,ORG,HSG
7289,boundary,MONEY,USD 300'000,247,258,MONEY,USD 300'000.
7289,label,PER,Hanspeter Gfeller,370,387,ORG,VR Hanspeter Gfeller
7289,label,JOB,VR,367,369,ORG,VR Hanspeter Gfeller
7295,label,JOB,ETH-Ingenieur,233,246,ORG,ETH-Ingenieur
7298,boundary,ORG,TechSolutions Holding AG,6,30,ORG,TechSolutions
7298,boundary,ORG,Innovatech Robotics GmbH,57,81,ORG,Innovatech Robotics GmbH.
7303,boundary,PER,Huber,17,22,PER,Herr Huber
7304,omission,AGE,32,27,29,,
7305,boundary,ORG,Swiss IT Solutions SA,2,23,ORG,Swiss IT Solutions
7306,omission,JOB,Head of Treasury,126,142,,
7310,omission,JOB,Trader,17,23,,
7321,omission,ORG,Innovatec Robotics AG,25,46,,
7326,label,JOB,Head of Trade Finance,31,52,ORG,Head of Trade Finance
7345,omission,AGE,23,251,253,,
7354,label,JOB,Leiterin Treasury,47,64,ORG,Treasury
7354,omission,MONEY,EUR,220,223,,
7354,omission,AGE,67,314,316,,
7354,label,MONEY,USD,228,231,ORG,USD Exposures
7361,boundary,ORG,Handelsfirma Zürich AG,49,71,ORG,Zürich AG
7361,omission,JOB,Controller,244,254,,
7375,omission,DATE,Ende der Woche,319,333,,
7380,boundary,MONEY,CHF 12.5 Mio,98,110,MONEY,CHF 12.5 Mio.
7380,omission,DATE,morgen,253,259,,
7385,label,JOB,Verwaltungsrätin,33,49,PER,Verwaltungsrätin
7386,omission,AGE,65,14,16,,
7389,omission,JOB,Juristin,39,47,,
7395,boundary,ORG,Holzbau Gasser GmbH,30,49,ORG,Holzbau Gasser
7395,boundary,MONEY,CHF 800'000,114,125,MONEY,CHF 800'000.
7413,boundary,MONEY,EUR 800'000,248,259,MONEY,"EUR 800'000.
"
7413,label,JOB,ETH-Ingenieur,132,145,ORG,ETH-Ingenieur
7413,omission,AGE,65,71,73,,
7416,omission,PER,Weber,153,158,,
7416,boundary,ORG,Innovatec Robotics GmbH,29,52,ORG,"Innovatec Robotics GmbH.
- Planen"
7416,boundary,ORG,Future Automation AG,123,143,ORG,Future Automation AG heissen
7421,boundary,MONEY,CHF 3.5 Mio,145,156,MONEY,CHF 3.5 Mio.
7421,omission,ORG,Baustoff Handel AG,31,49,,
7427,boundary,MONEY,CHF 600'000,138,149,MONEY,CHF 600'000.
7427,omission,JOB,Flottenmanager,14,28,,
7428,omission,JOB,Assistenten,284,295,,
7428,boundary,ORG,CleanTech Solutions GmbH,72,96,ORG,CleanTech Solutions GmbH.
7433,boundary,ORG,Hofer Bau GmbH,55,69,ORG,"Hofer Bau GmbH.
- Will"
7435,omission,PER,Markus Egger,55,67,,
7437,omission,JOB,Produktionsleiter,99,116,,
7437,boundary,MONEY,CHF 500'000,73,84,MONEY,CHF 500'000.
7456,label,JOB,CFO,17,20,ORG,CFO
7457,boundary,PER,Meier,57,62,PER,Frau Meier
7457,omission,JOB,Mitarbeiter,96,107,,
7459,omission,DATE,morgen Mittag,172,185,,
7459,omission,ORG,Global Trade SA,2,17,,
7461,boundary,ORG,Ticino Fashion Group SA,28,51,ORG,Ticino Fashion Group
7465,boundary,DATE,Q1 2025,183,190,DATE,2025
7465,omission,MONEY,ca. 1 Mio CHF,139,152,,
7467,boundary,MONEY,USD 850'000,185,196,MONEY,USD 850'000.
7467,label,JOB,Head of Trade Finance,40,61,ORG,Head of Trade Finance
7468,omission,ORG,BH Immobilienverwaltung GmbH,21,49,,
7474,omission,DATE,20. Mai,97,104,,
7478,boundary,ORG,IT Consulting Meier GmbH,47,71,ORG,"IT Consulting Meier GmbH.
- Firma"
7478,label,JOB,ETH-Ingenieur,225,238,ORG,ETH-Ingenieur
7481,omission,JOB,Patron,299,305,,
7481,omission,AGE,68,25,27,,
7481,label,EDU,HSG-Absolvent,123,136,ORG,HSG-Absolvent
7481,omission,AGE,32,58,60,,
7482,omission,JOB,Filialleiter,52,64,,
7486,omission,JOB,Gründer,28,35,,
7486,label,EDU,HSG-Absolvent,112,125,ORG,HSG-Absolvent
7486,boundary,MONEY,EUR 1.5 Mio,219,230,MONEY,EUR 1.5 Mio.
7490,boundary,MONEY,USD 850'000,148,159,MONEY,"USD 850'000.
"
7490,omission,ORG,Maschinenbau International GmbH,33,64,,
7507,omission,PER,Meier,233,238,,
7507,label,EDU,ETH,250,253,ORG,ETH
7513,label,MONEY,USD,298,301,ORG,USD
7513,omission,JOB,Physiker,142,150,,
7513,omission,MONEY,EUR,290,293,,
7514,boundary,ORG,Modehaus Schneider AG,57,78,ORG,Schneider AG
7514,label,EMAIL,ceo.office@schneider.ch,390,413,JOB,ceo
7514,omission,DATE,zwei Wochen,276,287,,
7519,omission,MONEY,50k CHF,132,139,,
7520,omission,AGE,67,78,80,,
7526,boundary,ORG,PharmaTec Schweiz GmbH,27,49,ORG,PharmaTec Schweiz
7526,boundary,MONEY,EUR 4.2 Mio,244,255,MONEY,EUR 4.2 Mio.
7532,boundary,ORG,Immo Invest Suisse AG,40,61,ORG|ORG,Suisse AG|Immo Invest
7534,boundary,ORG,TechSpin GmbH,83,96,ORG,TechSpin GmbH.
7539,boundary,MONEY,CHF 900'000,136,147,MONEY,CHF 900'000.
7549,label,EDU,Holzbau-Ingenieur FH,154,174,ORG,Holzbau-Ingenieur FH
7549,omission,AGE,62,93,95,,
7549,boundary,PER,Reto,148,152,PER,Sohn Reto
7556,boundary,MONEY,EUR 800'000,138,149,MONEY,"EUR 800'000.
"
7556,boundary,ORG,Credit Suisse (Schweiz) AG,199,225,ORG,Credit Suisse
7556,omission,DATE,Ende der Woche,248,262,,
7558,omission,MONEY,CHF,115,118,,
7559,label,JOB,ETH-Ingenieur,146,159,ORG,ETH-Ingenieur
7559,omission,AGE,68,92,94,,
7563,omission,ORG,Import AG,23,32,,
7566,omission,ORG,Präzisionsmechanik AG,37,58,,
7566,boundary,MONEY,CHF 20'000,240,250,MONEY,CHF 20'000.
7570,omission,MONEY,250k CHF,121,129,,
7571,boundary,ORG,Modehaus Schneider AG,47,68,ORG,Schneider AG
7572,boundary,MONEY,USD 120'000,113,124,MONEY,USD 120'000.
7572,omission,AGE,55,163,165,,
7572,omission,ORG,Import Export Mettler GmbH,17,43,,
7574,omission,MONEY,500k,285,289,,
7574,label,JOB,ETH-Absolventin,99,114,EDU,ETH-Absolventin
7574,omission,AGE,38,92,94,,
7574,omission,MONEY,5 Mio. CHF,159,169,,
7579,omission,JOB,Gründerin,54,63,,
7581,boundary,MONEY,CHF 3.2 Mio,121,132,MONEY,CHF 3.2 Mio.
7581,omission,MONEY,2.5 Mio,162,169,,
7587,label,EDU,HSG,131,134,ORG,HSG-Absolvent
7587,boundary,PER,Thomas Wenger,35,48,PER,Sohn Thomas Wenger
7587,omission,MONEY,250k,283,287,,
7591,boundary,MONEY,EUR 750'000,118,129,MONEY,"EUR 750'000.
"
7593,boundary,ORG,Helvetica Präzision GmbH,34,58,ORG,Helvetica Präzision
7602,boundary,AGE,55,245,247,AGE,55 Jahre alt
7604,omission,AGE,62,260,262,,
7604,omission,MONEY,8 Mio.,212,218,,
7608,boundary,MONEY,EUR 250'000,234,245,MONEY,EUR 250'000 
7608,omission,MONEY,CHF,248,251,,
7608,omission,JOB,Mitarbeiter,106,117,,
7612,boundary,MONEY,CHF 25'000,190,200,MONEY,"CHF 25'000.
"
7615,boundary,JOB,HR Leiterin,27,38,JOB,Leiterin bei
7615,omission,PER,Frei,288,292,,
7615,boundary,ORG,IT Solutions GmbH,43,60,ORG,"IT Solutions GmbH.
- Neue Prokuristin"
7615,label,JOB,Prokuristin,69,80,ORG,"IT Solutions GmbH.
- Neue Prokuristin"
7618,label,EDU,Uni St. Gallen,129,143,ORG,Uni St. Gallen
7618,omission,AGE,42,125,127,,
7620,omission,ORG,Zürcher Immobilien & Bau AG,29,56,,
7620,omission,JOB,Eigentümer,14,24,,
7620,label,PER,Beat Zürcher,0,12,ORG,Beat Zürcher
7634,omission,MONEY,250k,144,148,,
7641,boundary,PER,Christoph Ammann,79,95,PER,Dr. Christoph Ammann
7646,boundary,MONEY,EUR 80'000,232,242,MONEY,EUR 80'000.
7649,omission,MONEY,JPY 50 Mio,93,103,,
7653,omission,AGE,62,249,251,,
7654,boundary,NATION,schweizerisch-kroatische,272,296,NATION,schweizerisch
7654,omission,JOB,Gründerin,59,68,,
7663,omission,ORG,Import Export Welt AG,48,69,,
7663,boundary,MONEY,USD 150'000,170,181,MONEY,"USD 150'000.
"
7663,omission,DATE,morgen,277,283,,
7670,boundary,PER,Thomas Meier,106,118,PER,Sohn Thomas Meier
7670,omission,ORG,Holzdesign Meier & Söhne,14,38,,
7670,label,EDU,ETH-Ingenieur,120,133,ORG,ETH-Ingenieur
7673,boundary,ORG,Gastro Services Holding,4,27,ORG,Gastro Services
7674,omission,MONEY,EUR,239,242,,
7674,label,EDU,HSG,94,97,ORG,HSG-Absolventin
7674,omission,JOB,Verwaltungsrätin,62,78,,
7685,omission,JOB,Controller,204,214,,
7691,omission,DATE,Freitag,234,241,,
7691,boundary,ORG,Modehaus Schneider AG,25,46,ORG,Schneider AG
7692,omission,JOB,Stiftungsrätin,195,209,,
7692,boundary,ORG,Stiftung Abendrot,23,40,ORG,Stiftung Abendrot angerufne
7695,omission,MONEY,JPY 30 Mio.,227,238,,
7696,boundary,ORG,Global Trade Partners Ltd.,50,76,ORG,Global Trade Partners Ltd
7696,omission,PER,Schmidt,183,190,,
7696,omission,JOB,Compliance Officer,27,45,,
7696,omission,DATE,Nachmittag,341,351,,
7698,omission,ORG,Logistik Meister GmbH,38,59,,
7704,label,JOB,HSG-Absolvent,115,128,EDU,HSG-Absolvent
7704,label,ORG,Gfeller Druck & Design AG,39,64,PER,Gfeller
7704,omission,AGE,64,31,33,,
7704,boundary,PER,Michael,102,109,PER,Sohn Michael
7707,omission,DATE,Freitag,177,184,,
7708,boundary,PER,Frau Dubois,2,13,PER,Dubois
7712,omission,JOB,Partner,157,164,,
7712,boundary,ORG,WebWorks GmbH,58,71,ORG,WebWorks
7712,omission,MONEY,EUR,108,111,,
7716,omission,JOB,Verkaufsleiter,69,83,,
7716,boundary,ORG,Helvetia Logistik AG,19,39,ORG,Helvetia
7717,omission,AGE,28,223,225,,
7717,boundary,ORG,Präzisionsmechanik GmbH,32,55,ORG,Präzisionsmechanik GmbH.
7717,boundary,MONEY,USD 150'000,107,118,MONEY,USD 150'000.
7717,omission,DATE,Freitag,139,146,,
7720,omission,MONEY,CHF,122,125,,
7720,label,MONEY,USD,135,138,ORG,USD
7720,label,JOB,HSG-Absolvent,188,201,EDU,HSG-Absolvent
7720,omission,MONEY,EUR,127,130,,
7720,boundary,ORG,Innovate Robotics GmbH,79,101,ORG,Innovate Robotics
7723,omission,ORG,Postfinance,215,226,,
7723,omission,JOB,Liquidator,110,120,,
7725,omission,MONEY,250k,132,136,,
7725,omission,DATE,Freitag,277,284,,
7727,boundary,PER,Kunz,333,337,PER,Herrn Kunz
7731,omission,DATE,15. Mai,207,214,,
7731,omission,JOB,General Counsel,35,50,,
